# TRACKC++ version(Aug 25 2014 16:45:52)
# Accelerator Physics Group - LNLS
# Campinas BRAZIL
# contact: xresende@gmail.com
# [closed-orbit]
# ebeam_energy[eV] : 3000000000.000000
# harmonic_number  : 864
# cavity_state     : on
# radiation_state  : on
# chamber_state    : on

# idx fam_name        s[m]                   rx[m]                  ry[m]                  de                     px[rad]                py[rad]                dl[m]                 
# --- --------------- ---------------------- ---------------------- ---------------------- ---------------------- ---------------------- ---------------------- ----------------------
02295 BPM             +4.219277299999990E+02 -2.589299620367004E-06 +0.000000000000000E+00 -3.414545267792887E-05 -3.121260990170110E-07 +0.000000000000000E+00 -1.898918105076432E-02
02296 d11             +4.219277299999990E+02 -2.589299620367004E-06 +0.000000000000000E+00 -3.414545267792887E-05 -3.121260990170110E-07 +0.000000000000000E+00 -1.898918105076432E-02
02297 sf1             +4.220377299999990E+02 -2.623634663644471E-06 +0.000000000000000E+00 -3.414545267792887E-05 -3.121260990170110E-07 +0.000000000000000E+00 -1.898918105075896E-02
02298 d20             +4.221877299999990E+02 -2.670469655710992E-06 +0.000000000000000E+00 -3.414545267792887E-05 -3.123202844054726E-07 +0.000000000000000E+00 -1.898918105075164E-02
02299 qf2             +4.223877299999990E+02 -2.732935845528415E-06 +0.000000000000000E+00 -3.414545267792887E-05 -3.123202844054726E-07 +0.000000000000000E+00 -1.898918105074189E-02
02300 d17             +4.226377299999990E+02 -2.526809005731394E-06 +0.000000000000000E+00 -3.414545268559398E-05 +1.932369063499686E-06 +0.000000000000000E+00 -1.898918105060406E-02
02301 sd2             +4.228077299999990E+02 -2.198295047678636E-06 +0.000000000000000E+00 -3.414545268559398E-05 +1.932369063499686E-06 +0.000000000000000E+00 -1.898918105028665E-02
02302 d12             +4.229577299999990E+02 -1.908425703851246E-06 +0.000000000000000E+00 -3.414545268559398E-05 +1.932421106391862E-06 +0.000000000000000E+00 -1.898918105000656E-02
02303 hcm             +4.230777299999990E+02 -1.676527252806635E-06 +0.000000000000000E+00 -3.414545268559398E-05 +1.932421106391862E-06 +0.000000000000000E+00 -1.898918104978249E-02
02304 d10             +4.230777299999990E+02 -1.676527252806635E-06 +0.000000000000000E+00 -3.414545268559398E-05 +1.932421106391862E-06 +0.000000000000000E+00 -1.898918104978249E-02
02305 BPM             +4.231777299999990E+02 -1.483278543602792E-06 +0.000000000000000E+00 -3.414545268559398E-05 +1.932421106391862E-06 +0.000000000000000E+00 -1.898918104959576E-02
02306 d10             +4.231777299999990E+02 -1.483278543602792E-06 +0.000000000000000E+00 -3.414545268559398E-05 +1.932421106391862E-06 +0.000000000000000E+00 -1.898918104959576E-02
02307 b2              +4.232777299999991E+02 -1.290029834398949E-06 +0.000000000000000E+00 -3.414545268559398E-05 +1.932421106391862E-06 +0.000000000000000E+00 -1.898918104940904E-02
02308 mb2             +4.238918609999990E+02 -6.258191403277241E-07 +0.000000000000000E+00 -3.493915666849054E-05 +2.811181854231617E-07 +0.000000000000000E+00 -1.898921234544628E-02
02309 b2              +4.238918609999990E+02 -6.258191403277241E-07 +0.000000000000000E+00 -3.493915666849054E-05 +2.811181854231617E-07 +0.000000000000000E+00 -1.898921234544628E-02
02310 d18             +4.245059919999990E+02 -9.335300744471776E-07 +0.000000000000000E+00 -3.573285567429289E-05 -1.314189634719947E-06 +0.000000000000000E+00 -1.898923735942698E-02
02311 vcm             +4.246859919999990E+02 -1.170092661753558E-06 +0.000000000000000E+00 -3.573285567429289E-05 -1.314189634719947E-06 +0.000000000000000E+00 -1.898923735927154E-02
02312 d26             +4.246859919999990E+02 -1.170092661753558E-06 +0.000000000000000E+00 -3.573285567429289E-05 -1.314189634719947E-06 +0.000000000000000E+00 -1.898923735927154E-02
02313 sd3             +4.249459919999990E+02 -1.511794176751664E-06 +0.000000000000000E+00 -3.573285567429289E-05 -1.314189634719947E-06 +0.000000000000000E+00 -1.898923735904700E-02
02314 d17             +4.250959919999990E+02 -1.708925604125476E-06 +0.000000000000000E+00 -3.573285567429289E-05 -1.314133175060045E-06 +0.000000000000000E+00 -1.898923735891745E-02
02315 qf3             +4.252659919999990E+02 -1.932336226985227E-06 +0.000000000000000E+00 -3.573285567429289E-05 -1.314133175060045E-06 +0.000000000000000E+00 -1.898923735877065E-02
02316 d12             +4.255159919999990E+02 -2.067372721266734E-06 +0.000000000000000E+00 -3.573285567802019E-05 +2.512688233853772E-07 +0.000000000000000E+00 -1.898923735870848E-02
02317 BPM             +4.256359919999990E+02 -2.037219384995676E-06 +0.000000000000000E+00 -3.573285567802019E-05 +2.512688233853772E-07 +0.000000000000000E+00 -1.898923735870469E-02
02318 d11             +4.256359919999990E+02 -2.037219384995676E-06 +0.000000000000000E+00 -3.573285567802019E-05 +2.512688233853772E-07 +0.000000000000000E+00 -1.898923735870469E-02
02319 sf2             +4.257459919999990E+02 -2.009578826747205E-06 +0.000000000000000E+00 -3.573285567802019E-05 +2.512688233853772E-07 +0.000000000000000E+00 -1.898923735870122E-02
02320 d20             +4.258959919999990E+02 -1.971894642776669E-06 +0.000000000000000E+00 -3.573285567802019E-05 +2.511696345638179E-07 +0.000000000000000E+00 -1.898923735869650E-02
02321 qf4             +4.260959919999990E+02 -1.921658920798103E-06 +0.000000000000000E+00 -3.573285567802019E-05 +2.511696345638179E-07 +0.000000000000000E+00 -1.898923735869019E-02
02322 d15             +4.263459919999990E+02 -1.700296327974978E-06 +0.000000000000000E+00 -3.573285568037398E-05 +1.494623504076828E-06 +0.000000000000000E+00 -1.898923735857600E-02
02323 hcm             +4.264959919999990E+02 -1.476094791002290E-06 +0.000000000000000E+00 -3.573285568037398E-05 +1.494623504076828E-06 +0.000000000000000E+00 -1.898923735840844E-02
02324 crhv            +4.264959919999990E+02 -1.476094791002290E-06 +0.000000000000000E+00 -3.573285568037398E-05 +1.494623504076828E-06 +0.000000000000000E+00 -1.898923735840844E-02
02325 d12             +4.264959919999990E+02 -1.476094791002290E-06 +0.000000000000000E+00 -3.573285568037398E-05 +1.494623504076828E-06 +0.000000000000000E+00 -1.898923735840844E-02
02326 BPM             +4.266159919999990E+02 -1.296733561424140E-06 +0.000000000000000E+00 -3.573285568037398E-05 +1.494623504076828E-06 +0.000000000000000E+00 -1.898923735827440E-02
02327 d44             +4.266159919999990E+02 -1.296733561424140E-06 +0.000000000000000E+00 -3.573285568037398E-05 +1.494623504076828E-06 +0.000000000000000E+00 -1.898923735827440E-02
02328 b3              +4.270559919999990E+02 -6.390757196375875E-07 +0.000000000000000E+00 -3.573285568037398E-05 +1.494623504076828E-06 +0.000000000000000E+00 -1.898923735778291E-02
02329 mb3             +4.272699974999990E+02 -3.766640217643928E-07 +0.000000000000000E+00 -3.600943506249935E-05 +9.648258501299273E-07 +0.000000000000000E+00 -1.898924357743500E-02
02330 b3              +4.272699974999990E+02 -3.766640217643928E-07 +0.000000000000000E+00 -3.600943506249935E-05 +9.648258501299273E-07 +0.000000000000000E+00 -1.898924357743500E-02
02331 d13             +4.274840029999989E+02 -2.238989635179516E-07 +0.000000000000000E+00 -3.628601276301604E-05 +4.662879155216322E-07 +0.000000000000000E+00 -1.898924721365284E-02
02332 bc              +4.276140029999989E+02 -1.632793348555201E-07 +0.000000000000000E+00 -3.628601276301604E-05 +4.662879155216322E-07 +0.000000000000000E+00 -1.898924721363870E-02
02333 mc              +4.276766999999990E+02 -1.479560331488687E-07 +0.000000000000000E+00 -3.719092399186334E-05 +2.103927098140637E-08 +0.000000000000000E+00 -1.898924908647631E-02
02334 bc              +4.276766999999990E+02 -1.479560331488687E-07 +0.000000000000000E+00 -3.719092399186334E-05 +2.103927098140637E-08 +0.000000000000000E+00 -1.898924908647631E-02
02335 d13             +4.277393969999990E+02 -1.608721699093480E-07 +0.000000000000000E+00 -3.809583358314594E-05 -4.352618149372487E-07 +0.000000000000000E+00 -1.898925094390395E-02
02336 b3              +4.278693969999990E+02 -2.174583615493302E-07 +0.000000000000000E+00 -3.809583358314594E-05 -4.352618149372487E-07 +0.000000000000000E+00 -1.898925094389164E-02
02337 mb3             +4.280834024999990E+02 -3.660988545762362E-07 +0.000000000000000E+00 -3.837241006350993E-05 -9.583442678248735E-07 +0.000000000000000E+00 -1.898925446854692E-02
02338 b3              +4.280834024999990E+02 -3.660988545762362E-07 +0.000000000000000E+00 -3.837241006350993E-05 -9.583442678248735E-07 +0.000000000000000E+00 -1.898925446854692E-02
02339 d44             +4.282974079999989E+02 -6.303386514336349E-07 +0.000000000000000E+00 -3.864898791012407E-05 -1.519376468141104E-06 +0.000000000000000E+00 -1.898926056081429E-02
02340 BPM             +4.287374079999989E+02 -1.298890136253975E-06 +0.000000000000000E+00 -3.864898791012407E-05 -1.519376468141104E-06 +0.000000000000000E+00 -1.898926056030638E-02
02341 d12             +4.287374079999989E+02 -1.298890136253975E-06 +0.000000000000000E+00 -3.864898791012407E-05 -1.519376468141104E-06 +0.000000000000000E+00 -1.898926056030638E-02
02342 hcm             +4.288574079999989E+02 -1.481222359386795E-06 +0.000000000000000E+00 -3.864898791012407E-05 -1.519376468141104E-06 +0.000000000000000E+00 -1.898926056016786E-02
02343 d15             +4.288574079999989E+02 -1.481222359386795E-06 +0.000000000000000E+00 -3.864898791012407E-05 -1.519376468141104E-06 +0.000000000000000E+00 -1.898926056016786E-02
02344 qf4             +4.290074079999989E+02 -1.709137638302820E-06 +0.000000000000000E+00 -3.864898791012407E-05 -1.519376468141104E-06 +0.000000000000000E+00 -1.898926055999471E-02
02345 d20             +4.292574079999989E+02 -1.935778619507131E-06 +0.000000000000000E+00 -3.864898791250788E-05 -2.680397995008369E-07 +0.000000000000000E+00 -1.898926055987557E-02
02346 sf2             +4.294574079999989E+02 -1.989388651380772E-06 +0.000000000000000E+00 -3.864898791250788E-05 -2.680397995008369E-07 +0.000000000000000E+00 -1.898926055986839E-02
02347 d11             +4.296074079999989E+02 -2.029603705066057E-06 +0.000000000000000E+00 -3.864898791250788E-05 -2.681408668696661E-07 +0.000000000000000E+00 -1.898926055986301E-02
02348 BPM             +4.297174079999989E+02 -2.059100340436824E-06 +0.000000000000000E+00 -3.864898791250788E-05 -2.681408668696661E-07 +0.000000000000000E+00 -1.898926055985905E-02
02349 d12             +4.297174079999989E+02 -2.059100340436824E-06 +0.000000000000000E+00 -3.864898791250788E-05 -2.681408668696661E-07 +0.000000000000000E+00 -1.898926055985905E-02
02350 qf3             +4.298374079999989E+02 -2.091278488114025E-06 +0.000000000000000E+00 -3.864898791250788E-05 -2.681408668696661E-07 +0.000000000000000E+00 -1.898926055985474E-02
02351 d17             +4.300874079999989E+02 -1.958060910675312E-06 +0.000000000000000E+00 -3.864898791632820E-05 +1.316685522414696E-06 +0.000000000000000E+00 -1.898926055979292E-02
02352 sd3             +4.302574079999989E+02 -1.734215720474762E-06 +0.000000000000000E+00 -3.864898791632820E-05 +1.316685522414696E-06 +0.000000000000000E+00 -1.898926055964555E-02
02353 d26             +4.304074079999989E+02 -1.536700715404453E-06 +0.000000000000000E+00 -3.864898791632820E-05 +1.316743753760668E-06 +0.000000000000000E+00 -1.898926055951549E-02
02354 vcm             +4.306674079999989E+02 -1.194334107303779E-06 +0.000000000000000E+00 -3.864898791632820E-05 +1.316743753760668E-06 +0.000000000000000E+00 -1.898926055929007E-02
02355 crhv            +4.306674079999989E+02 -1.194334107303779E-06 +0.000000000000000E+00 -3.864898791632820E-05 +1.316743753760668E-06 +0.000000000000000E+00 -1.898926055929007E-02
02356 d18             +4.306674079999989E+02 -1.194334107303779E-06 +0.000000000000000E+00 -3.864898791632820E-05 +1.316743753760668E-06 +0.000000000000000E+00 -1.898926055929007E-02
02357 b2              +4.308474079999989E+02 -9.573110709263903E-07 +0.000000000000000E+00 -3.864898791632820E-05 +1.316743753760668E-06 +0.000000000000000E+00 -1.898926055913402E-02
02358 mb2             +4.314615389999989E+02 -6.903155912708107E-07 +0.000000000000000E+00 -3.944268180601137E-05 -4.288644984525832E-07 +0.000000000000000E+00 -1.898928687967842E-02
02359 b2              +4.314615389999989E+02 -6.903155912708107E-07 +0.000000000000000E+00 -3.944268180601137E-05 -4.288644984525832E-07 +0.000000000000000E+00 -1.898928687967842E-02
02360 d20             +4.320756699999989E+02 -1.516090296883342E-06 +0.000000000000000E+00 -4.023638018504819E-05 -2.333477086374829E-06 +0.000000000000000E+00 -1.898932291674230E-02
02361 hcm             +4.322756699999989E+02 -1.982804493048142E-06 +0.000000000000000E+00 -4.023638018504819E-05 -2.333477086374829E-06 +0.000000000000000E+00 -1.898932291619775E-02
02362 d12             +4.322756699999989E+02 -1.982804493048142E-06 +0.000000000000000E+00 -4.023638018504819E-05 -2.333477086374829E-06 +0.000000000000000E+00 -1.898932291619775E-02
02363 sd2             +4.323956699999989E+02 -2.262833010747023E-06 +0.000000000000000E+00 -4.023638018504819E-05 -2.333477086374829E-06 +0.000000000000000E+00 -1.898932291587102E-02
02364 d17             +4.325456699999988E+02 -2.612863418416884E-06 +0.000000000000000E+00 -4.023638018504819E-05 -2.333403724693761E-06 +0.000000000000000E+00 -1.898932291546260E-02
02365 qf2             +4.327156699999989E+02 -3.009558013169356E-06 +0.000000000000000E+00 -4.023638018504819E-05 -2.333403724693761E-06 +0.000000000000000E+00 -1.898932291499976E-02
02366 d20             +4.329656699999989E+02 -3.262755398907023E-06 +0.000000000000000E+00 -4.023638019594886E-05 +3.434174969918506E-07 +0.000000000000000E+00 -1.898932291479636E-02
02367 sf1             +4.331656699999988E+02 -3.194069135822057E-06 +0.000000000000000E+00 -4.023638019594886E-05 +3.434174969918506E-07 +0.000000000000000E+00 -1.898932291478456E-02
02368 d11             +4.333156699999988E+02 -3.142575416962341E-06 +0.000000000000000E+00 -4.023638019594886E-05 +3.431393026292346E-07 +0.000000000000000E+00 -1.898932291477572E-02
02369 BPM             +4.334256699999988E+02 -3.104828574876836E-06 +0.000000000000000E+00 -4.023638019594886E-05 +3.431393026292346E-07 +0.000000000000000E+00 -1.898932291476925E-02
02370 d12             +4.334256699999988E+02 -3.104828574876836E-06 +0.000000000000000E+00 -4.023638019594886E-05 +3.431393026292346E-07 +0.000000000000000E+00 -1.898932291476925E-02
02371 qf1             +4.335456699999988E+02 -3.063650201692649E-06 +0.000000000000000E+00 -4.023638019594886E-05 +3.431393026292346E-07 +0.000000000000000E+00 -1.898932291476218E-02
02372 d17             +4.337956699999988E+02 -2.756042464036208E-06 +0.000000000000000E+00 -4.023638020057791E-05 +2.087200283555234E-06 +0.000000000000000E+00 -1.898932291454109E-02
02373 sd1             +4.339656699999989E+02 -2.401204138422040E-06 +0.000000000000000E+00 -4.023638020057791E-05 +2.087200283555234E-06 +0.000000000000000E+00 -1.898932291417076E-02
02374 d15             +4.341156699999988E+02 -2.088102508480345E-06 +0.000000000000000E+00 -4.023638020057791E-05 +2.087314824267016E-06 +0.000000000000000E+00 -1.898932291384399E-02
02375 hcm             +4.342656699999988E+02 -1.774992686434449E-06 +0.000000000000000E+00 -4.023638020057791E-05 +2.087314824267016E-06 +0.000000000000000E+00 -1.898932291351720E-02
02376 d12             +4.342656699999988E+02 -1.774992686434449E-06 +0.000000000000000E+00 -4.023638020057791E-05 +2.087314824267016E-06 +0.000000000000000E+00 -1.898932291351720E-02
02377 vcm             +4.343856699999988E+02 -1.524504828797731E-06 +0.000000000000000E+00 -4.023638020057791E-05 +2.087314824267016E-06 +0.000000000000000E+00 -1.898932291325577E-02
02378 d22             +4.343856699999988E+02 -1.524504828797731E-06 +0.000000000000000E+00 -4.023638020057791E-05 +2.087314824267016E-06 +0.000000000000000E+00 -1.898932291325577E-02
02379 BPM             +4.346056699999988E+02 -1.065277089797083E-06 +0.000000000000000E+00 -4.023638020057791E-05 +2.087314824267016E-06 +0.000000000000000E+00 -1.898932291277647E-02
02380 d10             +4.346056699999988E+02 -1.065277089797083E-06 +0.000000000000000E+00 -4.023638020057791E-05 +2.087314824267016E-06 +0.000000000000000E+00 -1.898932291277647E-02
02381 b1              +4.347056699999989E+02 -8.565372084331514E-07 +0.000000000000000E+00 -4.023638020057791E-05 +2.087314824267016E-06 +0.000000000000000E+00 -1.898932291255861E-02
02382 mb1             +4.351197099999989E+02 -2.346399182729279E-07 +0.000000000000000E+00 -4.077147503379066E-05 +9.489201050005648E-07 +0.000000000000000E+00 -1.898933513885410E-02
02383 b1              +4.351197099999989E+02 -2.346399182729279E-07 +0.000000000000000E+00 -4.077147503379066E-05 +9.489201050005648E-07 +0.000000000000000E+00 -1.898933513885410E-02
02384 d17             +4.355337499999989E+02 -5.496512099113681E-08 +0.000000000000000E+00 -4.130656362574749E-05 -7.366332272349931E-08 +0.000000000000000E+00 -1.898933778488146E-02
02385 sb1             +4.357037499999989E+02 -6.748840314788291E-08 +0.000000000000000E+00 -4.130656362574749E-05 -7.366332272349931E-08 +0.000000000000000E+00 -1.898933778488100E-02
02386 d17             +4.358537499999989E+02 -7.853835187079194E-08 +0.000000000000000E+00 -4.130656362574749E-05 -7.366323678260881E-08 +0.000000000000000E+00 -1.898933778488058E-02
02387 qbd1            +4.360237499999989E+02 -9.106161941698314E-08 +0.000000000000000E+00 -4.130656362574749E-05 -7.366323678260881E-08 +0.000000000000000E+00 -1.898933778488012E-02
02388 d23             +4.361637499999989E+02 -1.041351693179770E-07 +0.000000000000000E+00 -4.130656362575191E-05 -1.139980230451946E-07 +0.000000000000000E+00 -1.898933778487950E-02
